token,date,galaxy_score,sentiment,alt_rank,social_dominance,price_close
APT,2025-02-21,41.666666666666664,82.08333333333333,673,0.3747958333333334,5.984142
APT,2025-02-22,41,84.95833333333333,653,0.32689999999999997,6.04
APT,2025-02-23,42.791666666666664,85.33333333333333,117,0.3063958333333333,6.116611
APT,2025-02-24,46.041666666666664,84.5,482,0.28677083333333336,5.42
APT,2025-02-25,45.083333333333336,83.70833333333333,88,0.2999833333333333,5.66
APT,2025-02-26,42.5,87.625,86,0.2777,5.876083
APT,2025-02-27,56.291666666666664,90.25,38,0.3387333333333334,6.121703
APT,2025-02-28,46.416666666666664,90.58333333333333,85,0.35089166666666666,6.48
APT,2025-03-01,40.833333333333336,90.5,744,0.3828125,6.32
APT,2025-03-02,51.291666666666664,91.70833333333333,429,0.3605958333333334,6.749027
APT,2025-03-03,43.916666666666664,91.83333333333333,690,0.31917083333333335,5.73
APT,2025-03-04,42.041666666666664,89.875,783,0.2743083333333333,5.45
APT,2025-03-05,52.791666666666664,93.70833333333333,2,0.3546458333333333,6.22
APT,2025-03-06,60.708333333333336,89.83333333333333,983,0.406525,5.98
APT,2025-03-07,42.125,91.41666666666667,13,0.3662375,6.21
APT,2025-03-08,35.5,93.16666666666667,993,0.3684583333333334,5.944136
APT,2025-03-09,43.166666666666664,88.16666666666667,214,0.323125,5.598179
APT,2025-03-10,46.25,83.91666666666667,605,0.32583750000000006,5.19
APT,2025-03-11,49.125,86.70833333333333,556,0.2907625,5.32
APT,2025-03-12,51.208333333333336,84.41666666666667,987,0.2655166666666666,5.208617
APT,2025-03-13,50.958333333333336,87.375,607,0.237,5.148498
APT,2025-03-14,61.583333333333336,89.83333333333333,465,0.30825416666666666,5.22
APT,2025-03-15,63.208333333333336,91.95833333333333,117,0.32126249999999995,5.3501
APT,2025-03-16,51.916666666666664,89.91666666666667,614,0.3209416666666667,5.146279
APT,2025-03-17,59.541666666666664,87.29166666666667,348,0.2944833333333333,5.36
APT,2025-03-18,54.75,82.54166666666667,253,0.2847875,5.44
APT,2025-03-19,60.625,84.83333333333333,311,0.2822208333333333,5.615003
APT,2025-03-20,53.333333333333336,88.16666666666667,7,0.25278333333333336,5.624478
APT,2025-03-21,66.33333333333333,89.33333333333333,96,0.30821249999999994,5.616073
APT,2025-03-22,60.666666666666664,89.95833333333333,651,0.32824583333333335,5.67
APT,2025-03-23,56.958333333333336,90.375,254,0.3059958333333333,5.72
APT,2025-03-24,64.70833333333333,87.125,99,0.2718375,6.024323
APT,2025-03-25,64.54166666666667,88.83333333333333,806,0.2510291666666667,5.91
APT,2025-03-26,57.416666666666664,86.16666666666667,62,0.2415625,5.94
APT,2025-03-27,69,89.25,153,0.27409583333333326,5.97
APT,2025-03-28,44.166666666666664,88.375,377,0.3085791666666667,5.55
APT,2025-03-29,42.541666666666664,89,512,0.2846541666666667,5.22
APT,2025-03-30,53.125,86.125,56,0.2516291666666667,5.28
APT,2025-03-31,50.875,88.29166666666667,232,0.2277583333333333,5.27
APT,2025-04-01,59.708333333333336,85,131,0.25157500000000005,5.41
APT,2025-04-02,56,83.95833333333333,232,0.2356708333333333,5.10768
APT,2025-04-03,51.625,84.83333333333333,396,0.2540291666666667,5.06
APT,2025-04-04,48.75,84.45833333333333,986,0.2770541666666667,4.904417
APT,2025-04-05,50.208333333333336,78.95833333333333,151,0.30464583333333334,4.88402
APT,2025-04-06,46.791666666666664,70.29166666666667,307,0.27091666666666664,4.35
APT,2025-04-07,50.083333333333336,63.75,216,0.2864083333333333,4.411704
APT,2025-04-08,51.875,67.875,127,0.2415291666666667,4.33
APT,2025-04-09,52.208333333333336,67.91666666666667,342,0.23705416666666657,4.732656
APT,2025-04-10,68.33333333333333,80.04166666666667,158,0.2816541666666667,4.615318
APT,2025-04-11,59.291666666666664,75.875,224,0.3159125000000001,4.791808
APT,2025-04-12,60.458333333333336,78.25,283,0.37191249999999987,4.97
APT,2025-04-13,49.708333333333336,80,150,0.3455,4.825487
APT,2025-04-14,43.833333333333336,76.5,523,0.31011666666666665,4.805074
APT,2025-04-15,47.666666666666664,71.04166666666667,622,0.34075833333333333,4.623052
APT,2025-04-16,45.791666666666664,74.625,257,0.2684666666666667,4.620185
APT,2025-04-17,50.5,77.16666666666667,744,0.2551291666666667,4.588913
APT,2025-04-18,53.083333333333336,76.45833333333333,89,0.35210416666666666,4.694939
APT,2025-04-19,57.416666666666664,77.41666666666667,91,0.3341375,4.91
APT,2025-04-20,62.25,74.54166666666667,51,0.29274583333333326,5.06
APT,2025-04-21,54.75,75.08333333333333,908,0.28934583333333336,4.923175
APT,2025-04-22,54,71.41666666666667,244,0.2391833333333333,5.27
APT,2025-04-23,68.25,81,240,0.26308333333333334,5.37
APT,2025-04-24,53.708333333333336,81.125,106,0.22577083333333328,5.499494
APT,2025-04-25,59.625,79.91666666666667,331,0.285125,5.543353
APT,2025-04-26,56.083333333333336,90.16666666666667,228,0.2786791666666666,5.624471
APT,2025-04-27,49.791666666666664,90.70833333333333,636,0.2365125,5.377239
APT,2025-04-28,64.45833333333333,90.83333333333333,111,0.26305833333333334,5.53
APT,2025-04-29,46.75,79.79166666666667,413,0.20220416666666666,5.43
APT,2025-04-30,47.333333333333336,80.83333333333333,666,0.1844833333333333,5.347593
APT,2025-05-01,60.5,80.25,128,0.21737916666666668,5.509595
APT,2025-05-02,56.208333333333336,80.91666666666667,518,0.22659166666666664,5.443316
APT,2025-05-03,57.458333333333336,88.83333333333333,572,0.21149166666666666,5.187585
APT,2025-05-04,49.625,85.79166666666667,233,0.23687499999999997,5.101254
APT,2025-05-05,49.833333333333336,82.125,829,0.25295833333333334,4.98
APT,2025-05-06,50.875,78.29166666666667,787,0.23468750000000002,4.76
APT,2025-05-07,52.458333333333336,77.20833333333333,191,0.22732916666666672,4.791491
APT,2025-05-08,65.25,79.04166666666667,131,0.2176833333333333,5.474566
APT,2025-05-09,65.29166666666667,80.125,598,0.2078375,5.55
APT,2025-05-10,58.583333333333336,87.375,123,0.19627916666666664,6.06
APT,2025-05-11,71.375,87.70833333333333,458,0.24068749999999997,5.879877
APT,2025-05-12,58.583333333333336,83.20833333333333,489,0.2564791666666667,5.86
APT,2025-05-13,61.166666666666664,89.33333333333333,145,0.2278583333333333,6.16
APT,2025-05-14,52.458333333333336,87.33333333333333,740,0.21834999999999996,5.73
APT,2025-05-15,46.666666666666664,87.375,644,0.21034166666666668,5.307462
APT,2025-05-16,46.375,82.04166666666667,347,0.2243583333333334,5.28
APT,2025-05-17,52,84.79166666666667,511,0.209275,5.077869
APT,2025-05-18,50.833333333333336,82.875,488,0.19219583333333334,5.12
APT,2025-05-19,56.458333333333336,84.75,44,0.18084999999999998,5.19
APT,2025-05-20,59.458333333333336,88.375,668,0.17987499999999998,5.150209
APT,2025-05-21,60.291666666666664,86.41666666666667,202,0.1654875,5.277784
APT,2025-05-22,61.708333333333336,82.29166666666667,70,0.16518333333333332,5.68
APT,2025-05-23,63.75,83.79166666666667,435,0.2097583333333333,5.35
APT,2025-05-24,51.208333333333336,82.25,671,0.17694583333333333,5.31
APT,2025-05-25,43.5,74.91666666666667,590,0.17252916666666662,5.26
APT,2025-05-26,59.875,75.08333333333333,223,0.19426249999999998,5.27
APT,2025-05-27,60.5,85.75,202,0.18210833333333334,5.38
APT,2025-05-28,55.083333333333336,81.54166666666667,90,0.16607083333333336,5.386155
APT,2025-05-29,60.375,81.66666666666667,536,0.15165833333333337,5.18
APT,2025-05-30,42.666666666666664,85.5,414,0.1738625,4.76
APT,2025-05-31,53.458333333333336,87.5,690,0.1916916666666667,4.731242
APT,2025-06-01,53.333333333333336,82.625,135,0.1856708333333333,4.82
APT,2025-06-02,62.958333333333336,88.25,159,0.1853875,4.894184
APT,2025-06-03,70.41666666666667,80.91666666666667,103,0.1993,4.93671
APT,2025-06-04,43.666666666666664,82.16666666666667,498,0.18353333333333333,4.793341
APT,2025-06-05,59.541666666666664,83.16666666666667,294,0.19426666666666667,4.502162
APT,2025-06-06,60.125,81.20833333333333,133,0.20769166666666664,4.618731
APT,2025-06-07,55.833333333333336,87.04166666666667,145,0.20029166666666667,4.753553
APT,2025-06-08,49.666666666666664,83.83333333333333,591,0.20081666666666667,4.711179
APT,2025-06-09,60.375,85.08333333333333,203,0.1987125,4.955724
APT,2025-06-10,64.29166666666667,87.70833333333333,151,0.18795416666666667,5.132779
APT,2025-06-11,56.666666666666664,86.25,369,0.1821625,5.02
APT,2025-06-12,49.708333333333336,85.66666666666667,494,0.1944125,4.72
APT,2025-06-13,51.25,81.625,718,0.18267083333333337,4.497709
APT,2025-06-14,61.291666666666664,80.58333333333333,279,0.16918333333333335,4.46436
APT,2025-06-15,60.166666666666664,87.29166666666667,109,0.20295000000000005,4.539074
APT,2025-06-16,66.375,87.91666666666667,36,0.2041708333333333,4.72
APT,2025-06-17,54.041666666666664,86.79166666666667,556,0.20582916666666673,4.447659
APT,2025-06-18,45.375,83.16666666666667,191,0.14914166666666664,4.462282
APT,2025-06-19,53.875,80.95833333333333,593,0.15054166666666668,4.389889
APT,2025-06-20,53.666666666666664,70.70833333333333,235,0.1516416666666667,4.27291
APT,2025-06-21,64.04166666666667,75.66666666666667,151,0.2438833333333333,4.13
APT,2025-06-22,49.041666666666664,78.75,642,0.2592833333333334,3.92
APT,2025-06-23,51.291666666666664,77.58333333333333,198,0.19939583333333333,4.34
APT,2025-06-24,69.16666666666667,77.95833333333333,5,0.21436666666666668,4.9
APT,2025-06-25,73.83333333333333,83.70833333333333,187,0.3146583333333333,4.887516
APT,2025-06-26,53.666666666666664,83.125,54,0.30573333333333336,4.89
APT,2025-06-27,67.04166666666667,83.33333333333333,789,0.3503958333333333,4.845023
APT,2025-06-28,54.625,83.58333333333333,433,0.30945,4.86
APT,2025-06-29,51.041666666666664,80.70833333333333,285,0.2692625,4.958666
APT,2025-06-30,57.458333333333336,78.875,360,0.2393916666666667,4.88
APT,2025-07-01,44.208333333333336,82.41666666666667,760,0.16491666666666668,4.494026
APT,2025-07-02,58.916666666666664,84.54166666666667,226,0.16946666666666665,4.77
APT,2025-07-03,66.58333333333333,79.70833333333333,610,0.16850416666666668,4.740484
APT,2025-07-04,45.541666666666664,82.29166666666667,918,0.1759875,4.402968
APT,2025-07-05,44.708333333333336,79.45833333333333,124,0.19115833333333332,4.421193
APT,2025-07-06,58.083333333333336,78.91666666666667,250,0.1899625,4.471729
APT,2025-07-07,57.5,83.45833333333333,198,0.18065416666666667,4.454313
APT,2025-07-08,54.583333333333336,88.5,395,0.1946041666666667,4.471569
APT,2025-07-09,67.29166666666667,90.91666666666667,244,0.23792916666666664,4.637938
APT,2025-07-10,61.625,87.5,246,0.2644958333333333,4.888353
APT,2025-07-11,61.333333333333336,79.58333333333333,317,0.2549916666666667,4.893104
APT,2025-07-12,54.541666666666664,83.83333333333333,455,0.230475,4.804967
APT,2025-07-13,64.54166666666667,84.25,112,0.2752625,4.943542
APT,2025-07-14,58.291666666666664,84.33333333333333,159,0.25673749999999995,4.969522
APT,2025-07-15,51.041666666666664,84.83333333333333,172,0.23845000000000002,5.100229
APT,2025-07-16,63.375,87.16666666666667,256,0.20639166666666667,5.209411
APT,2025-07-17,57.541666666666664,87.5,157,0.20795833333333336,5.311738
APT,2025-07-18,63.666666666666664,84.41666666666667,199,0.21925833333333333,5.321245
APT,2025-07-19,50.791666666666664,85.29166666666667,365,0.2178083333333333,5.340607
APT,2025-07-20,56.583333333333336,84.91666666666667,1005,0.22040833333333334,5.318258
APT,2025-07-21,57.625,82.08333333333333,230,0.21197083333333336,5.413864
APT,2025-07-22,50.208333333333336,85.625,149,0.22651249999999998,5.467367
APT,2025-07-23,50.375,87.25,1016,0.22476666666666667,4.805711
APT,2025-07-24,52.625,85.91666666666667,684,0.2399875,4.628851
APT,2025-07-25,51.666666666666664,85.45833333333333,108,0.23102499999999995,4.758552
APT,2025-07-26,62.75,85.33333333333333,158,0.2547416666666666,4.802505
APT,2025-07-27,61.458333333333336,84.375,286,0.26777083333333335,4.89648
APT,2025-07-28,56.458333333333336,87.29166666666667,426,0.27297083333333333,4.642695
APT,2025-07-29,47.791666666666664,89.58333333333333,369,0.26242499999999996,4.581921
APT,2025-07-30,48.166666666666664,87.125,497,0.2581333333333333,4.493904
APT,2025-07-31,53.583333333333336,86.41666666666667,442,0.24865,4.316895
APT,2025-08-01,48.333333333333336,87.70833333333333,148,0.3810875000000001,4.227797
APT,2025-08-02,47.041666666666664,89.25,301,0.32097083333333337,4.135979
APT,2025-08-03,55.958333333333336,87.91666666666667,404,0.29922499999999996,4.219768
APT,2025-08-04,67.75,86.5,228,0.3100583333333334,4.365027
APT,2025-08-05,58.375,86.91666666666667,194,0.3273874999999999,4.280042
APT,2025-08-06,51.166666666666664,89.04166666666667,925,0.28799166666666665,4.246333
APT,2025-08-07,55.958333333333336,89.20833333333333,242,0.24220416666666658,4.423578
APT,2025-08-08,71.375,89.375,28,0.27972083333333336,4.653779
APT,2025-08-09,65.95833333333333,88.66666666666667,254,0.251275,4.778808
APT,2025-08-10,56.041666666666664,88.875,684,0.28219166666666673,4.686937
APT,2025-08-11,60.833333333333336,87.79166666666667,295,0.29239166666666666,4.535058
APT,2025-08-12,65.125,87.375,150,0.324475,4.814957
APT,2025-08-13,63.25,85.875,67,0.2617791666666667,5.063429
APT,2025-08-14,50.583333333333336,85.125,307,0.2721833333333333,4.741689
APT,2025-08-15,47.666666666666664,86.04166666666667,437,0.29804166666666665,4.657466
APT,2025-08-16,53.416666666666664,87.66666666666667,178,0.2927875,4.739288
APT,2025-08-17,65.08333333333333,85.95833333333333,167,0.2849,4.792525
APT,2025-08-18,50.875,84.66666666666667,518,0.32492499999999996,4.570471
APT,2025-08-19,46.916666666666664,85.375,645,0.31730833333333336,4.289419
APT,2025-08-20,59.708333333333336,85.66666666666667,193,0.33447083333333344,4.488796
APT,2025-08-21,54.333333333333336,84.91666666666667,148,0.30072499999999996,4.401681
APT,2025-08-22,57.833333333333336,87.875,196,0.30737500000000006,4.801651
APT,2025-08-23,63.166666666666664,88.5,312,0.3609375000000001,4.753375
APT,2025-08-24,47.75,86.95833333333333,598,0.35054583333333333,4.625561
APT,2025-08-25,49.958333333333336,86.91666666666667,322,0.2809958333333334,4.2524
APT,2025-08-26,53.708333333333336,86.25,345,0.3125083333333334,4.362844
APT,2025-08-27,56,86.54166666666667,207,0.30281250000000004,4.361049
APT,2025-08-28,58.458333333333336,87.20833333333333,150,0.26127916666666673,4.464125
APT,2025-08-29,54.666666666666664,88.45833333333333,378,0.26542499999999997,4.267093
APT,2025-08-30,57.916666666666664,85.29166666666667,90,0.28486249999999996,4.323806
APT,2025-08-31,63.791666666666664,90.75,521,0.2735916666666667,4.250927
APT,2025-09-01,52.583333333333336,88.5,98,0.24578333333333335,4.204485
APT,2025-09-02,64.04166666666667,91.79166666666667,159,0.2727083333333334,4.334607
APT,2025-09-03,60.208333333333336,92.04166666666667,233,0.29180416666666664,4.368853
APT,2025-09-04,52.375,90.54166666666667,245,0.2638041666666667,4.241815
APT,2025-09-05,54.958333333333336,87.79166666666667,386,0.17817499999999997,4.252505
APT,2025-09-06,53.041666666666664,84.91666666666667,501,0.17579166666666668,4.199983
APT,2025-09-07,63.125,88.54166666666667,151,0.1880125,4.27915
APT,2025-09-08,69.33333333333333,87.91666666666667,126,0.18294999999999997,4.401971
APT,2025-09-09,61.125,90,418,0.17346250000000005,4.386505
APT,2025-09-10,62.291666666666664,88.20833333333333,151,0.14963749999999998,4.478323
APT,2025-09-11,69.5,84.95833333333333,262,0.19082083333333336,4.522348
APT,2025-09-12,60.25,84.91666666666667,295,0.18582500000000005,4.617053
APT,2025-09-13,66.29166666666667,86,165,0.15847499999999995,4.665949
APT,2025-09-14,45.541666666666664,85.70833333333333,310,0.19568333333333332,4.527065
APT,2025-09-15,47.666666666666664,83.16666666666667,371,0.19959583333333333,4.37362
APT,2025-09-16,52.75,82.125,136,0.19302916666666667,4.44614
APT,2025-09-17,63.916666666666664,83.54166666666667,131,0.16228333333333336,4.57703
APT,2025-09-18,65.33333333333333,84.54166666666667,80,0.1578291666666667,4.693609
APT,2025-09-19,50.166666666666664,82.91666666666667,293,0.1688125,4.542519
APT,2025-09-20,52.083333333333336,82.625,77,0.14450833333333335,4.618565
APT,2025-09-21,50.875,81.70833333333333,77,0.14959583333333332,4.62075
APT,2025-09-22,48.083333333333336,77.58333333333333,355,0.14216666666666666,4.300243
APT,2025-09-23,53.625,77,179,0.14807499999999998,4.297765
APT,2025-09-24,47,78.75,773,0.130875,4.234491
APT,2025-09-25,44.916666666666664,78.70833333333333,465,0.101675,3.923348
APT,2025-09-26,55.875,84.04166666666667,114,0.129725,4.107941
APT,2025-09-27,67.58333333333333,84.70833333333333,38,0.16795000000000002,4.22171
APT,2025-09-28,52.958333333333336,86.33333333333333,457,0.18728750000000002,4.22935
APT,2025-09-29,60.5,88.16666666666667,103,0.1751125,4.281552
APT,2025-09-30,51.375,85.125,19,0.18332916666666668,4.40423
APT,2025-10-01,68.875,89.79166666666667,19,0.2152833333333333,4.869753
APT,2025-10-02,66.66666666666667,89.33333333333333,49,0.20192916666666663,5.224914
APT,2025-10-03,62.166666666666664,88.20833333333333,53,0.20207916666666667,5.373853
APT,2025-10-04,61,87.29166666666667,533,0.21525833333333333,5.219549
APT,2025-10-05,59.25,84.54166666666667,19,0.22761250000000002,5.468464
APT,2025-10-06,52.416666666666664,84.33333333333333,1207,0.23778749999999996,5.279956
APT,2025-10-07,63.75,84.83333333333333,23,0.1973166666666666,5.307208
APT,2025-10-08,39.666666666666664,83.625,937,0.22176249999999995,5.178448
APT,2025-10-09,46.25,82.04166666666667,338,0.21277916666666666,5.002566
APT,2025-10-10,57.875,84.33333333333333,625,0.19600416666666665,3.782554
APT,2025-10-11,53.916666666666664,79.04166666666667,587,0.16690000000000005,3.641605
APT,2025-10-12,50.833333333333336,69.54166666666667,387,0.14797916666666663,3.920477
APT,2025-10-13,52.958333333333336,65.41666666666667,547,0.129875,3.92431
APT,2025-10-14,41.041666666666664,77.58333333333333,652,0.14145833333333332,3.690257
APT,2025-10-15,45.708333333333336,79.625,533,0.135875,3.511168
APT,2025-10-16,43.541666666666664,78.625,834,0.11812083333333334,3.291551
APT,2025-10-17,46.708333333333336,81.58333333333333,501,0.10947083333333335,3.194149
APT,2025-10-18,54.833333333333336,79.75,490,0.0908375,3.204219
APT,2025-10-19,52.666666666666664,77.08333333333333,913,0.07780833333333333,3.188545
APT,2025-10-20,63,82.66666666666667,79,0.09077916666666665,3.262595
APT,2025-10-21,54.625,83.91666666666667,173,0.0837,3.22162
APT,2025-10-22,63.75,78.75,164,0.11185416666666666,3.184028
APT,2025-10-23,52.416666666666664,76.41666666666667,333,0.10298333333333333,3.243031
APT,2025-10-24,50.791666666666664,80.79166666666667,182,0.09945,3.306803
APT,2025-10-25,52.166666666666664,81.20833333333333,273,0.09052916666666667,3.313243
APT,2025-10-26,60.375,82.66666666666667,41,0.0967,3.588759
APT,2025-10-27,65.16666666666667,87.58333333333333,633,0.0989166666666667,3.460676
APT,2025-10-28,53.291666666666664,83.375,423,0.11551250000000002,3.355463
APT,2025-10-29,56.041666666666664,87.625,75,0.07677083333333333,3.40294
APT,2025-10-30,45.958333333333336,85.58333333333333,381,0.09296666666666666,3.202605
APT,2025-10-31,50.291666666666664,81.75,190,0.10049999999999998,3.257962
APT,2025-11-01,58.541666666666664,85.08333333333333,193,0.08817500000000002,3.323199
APT,2025-11-02,52.125,85.625,65,0.09526666666666667,3.369673
APT,2025-11-03,58.208333333333336,81.41666666666667,990,0.09729583333333332,2.768483
APT,2025-11-04,54.208333333333336,80.125,665,0.10447083333333333,2.563722
APT,2025-11-05,49.666666666666664,79.5,188,0.09517083333333332,2.684909
APT,2025-11-06,57.666666666666664,80.29166666666667,55,0.09287083333333335,2.729587
APT,2025-11-07,72.95833333333333,75.33333333333333,44,0.12615000000000004,3.170506
APT,2025-11-08,61.958333333333336,80.33333333333333,593,0.10820833333333334,3.078365
APT,2025-11-09,53.125,82.83333333333333,73,0.10624583333333332,3.227389
APT,2025-11-10,59.041666666666664,85.29166666666667,149,0.1050125,3.294122
APT,2025-11-11,54.875,88.45833333333333,535,0.12204166666666667,3.094006
APT,2025-11-12,55.583333333333336,89.16666666666667,474,0.16160000000000002,3.033668
APT,2025-11-13,59.25,90.41666666666667,156,0.1617791666666667,2.987002
APT,2025-11-14,51.666666666666664,89.70833333333333,118,0.1383625,2.93
APT,2025-11-15,57.25,89.375,538,0.1681458333333333,2.93
APT,2025-11-16,45.5,89.41666666666667,502,0.14031250000000003,2.828976
APT,2025-11-17,55,88.20833333333333,376,0.12892916666666668,2.73
APT,2025-11-18,58.791666666666664,87.91666666666667,56,0.10747500000000003,2.92
APT,2025-11-19,49.666666666666664,87.54166666666667,228,0.13577916666666665,2.87
APT,2025-11-20,59.958333333333336,88.79166666666667,531,0.16097083333333337,2.739585
APT,2025-11-21,50.833333333333336,90.29166666666667,1119,0.13715000000000002,2.390727
APT,2025-11-22,54.375,90.58333333333333,688,0.1573375,2.34
APT,2025-11-23,56.75,88.75,704,0.17137083333333336,2.33709
APT,2025-11-24,51.125,86.875,622,0.17059583333333336,2.34
APT,2025-11-25,51.25,86.875,842,0.16709583333333333,2.291941
APT,2025-11-26,54.333333333333336,88.70833333333333,952,0.17342916666666666,2.273138
APT,2025-11-27,51.25,87.25,474,0.18185833333333332,2.264852
APT,2025-11-28,59.458333333333336,89.04166666666667,922,0.18333333333333335,2.158103
APT,2025-11-29,65.875,88.08333333333333,914,0.25285416666666666,2.03902
APT,2025-11-30,49.166666666666664,86.33333333333333,687,0.24144583333333328,1.987635
APT,2025-12-01,50.333333333333336,85.58333333333333,210,0.1880833333333333,1.871832
APT,2025-12-02,53.333333333333336,77.54166666666667,227,0.11942499999999999,1.972279
APT,2025-12-03,56.833333333333336,81.45833333333333,213,0.12226666666666669,2.024771
APT,2025-12-04,49.541666666666664,83.625,637,0.1311375,1.937227
APT,2025-12-05,54.875,85.20833333333333,1063,0.13665833333333335,1.752514
APT,2025-12-06,62.041666666666664,83.625,668,0.1533,1.74
APT,2025-12-07,50.333333333333336,84.125,451,0.13902083333333332,1.707489
APT,2025-12-08,55.625,83,37,0.14423750000000002,1.791237
APT,2025-12-09,60.208333333333336,84.33333333333333,55,0.1622875,1.886712
APT,2025-12-10,58.541666666666664,86.875,799,0.16709166666666667,1.782094
APT,2025-12-11,48.416666666666664,90.95833333333333,531,0.17442499999999997,1.725053
APT,2025-12-12,59.208333333333336,86.25,659,0.18539999999999998,1.631997
APT,2025-12-13,53.416666666666664,86.33333333333333,14,0.20027499999999995,1.700443
APT,2025-12-14,48.458333333333336,87.91666666666667,426,0.1962625,1.620613
APT,2025-12-15,50.5,87.375,220,0.19312916666666669,1.570964
APT,2025-12-16,66.5,86,91,0.17104166666666668,1.589301
APT,2025-12-17,47.541666666666664,82.75,449,0.17453333333333332,1.498652
APT,2025-12-18,42.416666666666664,80.33333333333333,286,0.18154166666666668,1.451146
APT,2025-12-19,74.125,82.33333333333333,7,0.14997916666666666,1.637825
APT,2025-12-20,56.333333333333336,77.04166666666667,760,0.1579458333333333,1.610608
APT,2025-12-21,45.208333333333336,75.625,438,0.14020416666666669,1.576195
APT,2025-12-22,51.125,74.66666666666667,30,0.12991250000000001,1.61881
APT,2025-12-23,51.583333333333336,75.08333333333333,226,0.12350833333333337,1.611921
APT,2025-12-24,51.791666666666664,80.20833333333333,55,0.13620833333333335,1.641065
APT,2025-12-25,62.5,85.20833333333333,644,0.17061666666666667,1.592827
APT,2025-12-26,65.45833333333333,88.66666666666667,18,0.1606625,1.681432
APT,2025-12-27,58.041666666666664,88.91666666666667,57,0.15327500000000002,1.74
APT,2025-12-28,48.083333333333336,81.54166666666667,515,0.1331541666666667,1.722238
APT,2025-12-29,45.25,77.875,587,0.11894999999999999,1.675549
APT,2025-12-30,59.458333333333336,78.58333333333333,52,0.110775,1.71
APT,2025-12-31,54.833333333333336,80.33333333333333,520,0.12177916666666667,1.661291
APT,2026-01-01,65.41666666666667,85.29166666666667,20,0.13513750000000002,1.860414
APT,2026-01-02,65.91666666666667,88.54166666666667,368,0.14705416666666665,1.903379
APT,2026-01-03,57.791666666666664,79.54166666666667,545,0.1510125,1.900367
APT,2026-01-04,56.958333333333336,80.66666666666667,200,0.14026666666666668,1.939124
APT,2026-01-05,67.45833333333333,81.66666666666667,432,0.1342375,1.96
APT,2026-01-06,56.458333333333336,77.08333333333333,386,0.11924166666666663,1.960433
APT,2026-01-07,43.416666666666664,77.29166666666667,370,0.10555833333333332,1.884024
APT,2026-01-08,51.541666666666664,78.66666666666667,876,0.09835416666666667,1.818184
APT,2026-01-09,55.666666666666664,80.04166666666667,163,0.09366666666666669,1.821721
APT,2026-01-10,46.708333333333336,77.375,354,0.0944625,1.811589
APT,2026-01-11,45.875,77.83333333333333,727,0.09670416666666665,1.767131
APT,2026-01-12,42.416666666666664,73.45833333333333,214,0.10263333333333331,1.766039
APT,2026-01-13,65.16666666666667,77.95833333333333,34,0.12245,1.969474
APT,2026-01-14,56.458333333333336,73.91666666666667,679,0.12017500000000002,1.93
APT,2026-01-15,43.291666666666664,69.95833333333333,905,0.09465833333333333,1.802493
APT,2026-01-16,46.708333333333336,77.08333333333333,643,0.0921375,1.789819
APT,2026-01-17,62.916666666666664,80.25,38,0.09207916666666664,1.863089
APT,2026-01-18,44.541666666666664,71.95833333333333,839,0.11376250000000003,1.76
APT,2026-01-19,44.208333333333336,64.83333333333333,875,0.11464583333333335,1.611131
APT,2026-01-20,57.666666666666664,62.708333333333336,201,0.09669166666666668,1.532259
APT,2026-01-21,55.791666666666664,61.916666666666664,329,0.08046666666666666,1.557259
APT,2026-01-22,39.875,67.54166666666667,279,0.07762083333333332,1.547389
APT,2026-01-23,48.25,78.66666666666667,197,0.09006666666666668,1.551428
APT,2026-01-24,46.833333333333336,85.91666666666667,380,0.08119166666666668,1.55
APT,2026-01-25,54.375,88.25,182,0.09787916666666668,1.486551
APT,2026-01-26,59.25,84.04166666666667,138,0.08099166666666664,1.549549
APT,2026-01-27,53.083333333333336,84.66666666666667,113,0.06805833333333333,1.590567
APT,2026-01-28,54.75,77.54166666666667,66,0.07552916666666666,1.611119
APT,2026-01-29,45.458333333333336,74.83333333333333,573,0.07625416666666666,1.49073
APT,2026-01-30,60.125,76,492,0.06427916666666668,1.449251
APT,2026-01-31,35.541666666666664,74.29166666666667,774,0.07518333333333331,1.272128
APT,2026-02-01,46.541666666666664,65.41666666666667,265,0.07520416666666667,1.25
APT,2026-02-02,65.08333333333333,74,252,0.066,1.278042
APT,2026-02-03,42.75,77.04166666666667,331,0.06515416666666667,1.243248
APT,2026-02-04,53.375,78.29166666666667,74,0.05780000000000001,1.218011
APT,2026-02-05,50.583333333333336,79.70833333333333,524,0.06484166666666667,1.039
APT,2026-02-06,49.208333333333336,81.33333333333333,333,0.06061666666666668,1.138426
APT,2026-02-07,54.5,78.125,683,0.06196666666666667,1.11297
APT,2026-02-08,49.041666666666664,68.41666666666667,791,0.06988333333333334,1.067888
APT,2026-02-09,52.083333333333336,65.04166666666667,754,0.07870833333333334,1.041
APT,2026-02-10,58.958333333333336,63.666666666666664,809,0.09219166666666667,0.987669
APT,2026-02-11,42.666666666666664,64.16666666666667,938,0.10084583333333336,0.924485
APT,2026-02-12,43.791666666666664,67,486,0.09607083333333333,0.924471
APT,2026-02-13,48.333333333333336,69.875,425,0.08754583333333334,0.937703
APT,2026-02-14,67.20833333333333,70.83333333333333,100,0.08837916666666666,0.987472
APT,2026-02-15,59,60.208333333333336,521,0.10153750000000002,0.932158
APT,2026-02-16,41.625,67.75,632,0.11578333333333334,0.928716
